,id,name,description,year,rating,votes,movie_length,age_rating,genres,countries
165,95328,Дневники «Красной Туфельки» 2: Двойная дерзость,"Истории страсти и наваждения, в каждой из них сексуальные фантазии и эротические соблазны женщин, их интимные тайны и желания. ",1992,5.349,223,88,18,драма,США
166,823860,None,None,2010,6.519,280,10,-1,документальный|короткометражка,США
167,750135,Эдди Иззард: Определённый артикль,None,1996,7.96,120,109,-1,документальный|комедия,Великобритания
168,922252,None,None,2009,6.839,235,4,-1,комедия|музыка,США
169,1051840,None,None,2017,7.0,99,4,-1,короткометражка|фантастика|музыка,США
170,306998,Проклятый,"Полтора века назад Джейкоб Брэдфор и Ребекка Филдз полюбили друг друга. Но про семейство юноши ходили темные слухи, и многие считали его проклятым. Поэтому отец девушки, узнав о ее отношениях с одним из Брэдфордов, пришел в ярость. Вместе с друзьями он подстерег парня и после истязаний живьем закопал на кладбище. 

Об этой истории со временем забыли все, кроме Брэдфордов. И никто не подозревал, что ее кровавая развязка наступит через 150 лет, когда призрак Джейкоба вернется в родной город…",2007,2.78,112,86,18,ужасы,США
171,1086276,None,None,2015,6.518,109,4,-1,музыка,США
172,305679,2006 FIFA: Чемпионат мира по футболу,"Официальный документальный фильм, посвященный чемпионату мира по футболу 2006 года.",2006,7.628,371,112,12,документальный|спорт,Швейцария
173,1108170,None,None,2006,8.428,425,5,-1,ужасы|драма|музыка,США
174,660632,Флинстоуны: Пародия для взрослых,None,2010,4.862,204,120,18,для взрослых|комедия,США
175,790027,None,None,2010,6.108,134,4,-1,короткометражка|музыка,США
176,838614,56-я церемония вручения премии «Грэмми»,None,2014,6.09,152,210,-1,церемония|музыка,США
177,666686,None,None,2011,5.925,92,121,-1,боевик|спорт,США
178,687975,None,None,1991,8.045,179,60,18,музыка|документальный,США
179,1108169,None,None,2010,8.459,485,13,-1,короткометражка|фантастика|музыка,США
180,306152,До съемок сериала «Остаться в живых»: Личные истории и материалы прослушиваний,None,2005,7.221,133,-1,-1,документальный|короткометражка,США
181,306146,Огонь + Вода: Анатомия эпизода,None,2006,6.571,66,31,-1,документальный|короткометражка,США
182,1128663,None,None,2007,7.203,103,5,-1,короткометражка|музыка,США
183,623967,"Как снимался фильм «Зловещие Мертвецы 2», или чем страшнее, тем веселее","В этом «Фильме о фильме», мастера спецэффектов — Роберт Курцман, Говард Бергер и Грег Никотеро рассказывают, как создавался культовый фильм ужасов «Зловещие Мертвецы 2».",2000,7.765,240,32,-1,документальный|короткометражка,США
184,1140779,None,None,2018,7.073,153,4,-1,короткометражка|музыка,США
185,934233,None,None,2013,6.148,96,4,-1,музыка,США
186,952441,None,None,2015,7.364,88,3,-1,музыка,США
187,31843,Химия тела 4,"Женщина-психолог, сама страдающая от заболевания, которое сводится к тому, что она не может смириться с тем, когда ее бросает мужчина, убивает всех, решившихся так с ней поступить. При этом головы она не только не теряет, но и действует весьма изобретательно и жестоко, не оставляя никаких улик. Она убивает своего любовника-продюсера, собиравшегося поставить фильм о ее жизни, основываясь на ее дневниках. Для того чтобы уйти от правосудия, она нанимает самого лучшего адвоката, которого соблазняет, и вскоре уже становится ясно, что он будет ее следующей жертвой.",1995,4.396,115,80,18,триллер|драма,США
